name,id,start_date_local,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_heartrate,max_heartrate,average_cadence,kilojoules,start_lat,start_lng,end_lat,end_lng,map.id,map.summary_polyline
Doses and Mimosas,13890922662,2025-03-15T09:50:39Z,21134.7,6058,6135,112.7,3.489,5.32,,,,,30.64,-97.68,30.65,-97.67,a13890922662,ec`zD`vdsQBXR[nALAnBL~Ad@l@t@PBXF@TaAB{@MqCDyA[gI[wCkAiCiAyGMW_@M{Cs@a@u@m@]a@u@_GyDi@e@?Ib@CnCqApFuAn@YPYpF_BlJFfDMhJ@JKMy@RY`GgBjCg@jCGlEUnEN`AAKkWo@iG_AmEq@HgJvCaB~AeA~C?z@Ib@JVCtD_@lBUXk@bF[ZeA\YbA@VyAh@Ed@IGKJ^Jg@YGaAz@Yj@aAQyAw@gCMqAg@mBOCiC~@HvARnALLf@xCh@`CdAzDJl@ER}Z@aARwDjA]b@sG~AWVyAb@_@`@a@F?RVBl@n@MD_@S?Jz@n@q@c@yA|Br@x@hBpETp@\zC^j@R~C@vDJbANV\`FXrAJbDG\Hb@v@lAVzBShAn@pASd@IdCY`AmA`B@f@T`AWBkBjByAt@oENaILmBk@mDEaAa@g@i@y@KoATo@ZOn@g@v@uA`BQ`A?hAQh@NjER`AZb@CtBJdAh@pAVhALJ|@lBAx@RbBi@z@Ft@LZEhFGTJvAk@~CCv@]lAkAlAwA|CqB|BATd@l@BXmAhA]nAJPGdAUl@SL]jBErBNVERL`@Az@Kp@Ld@Q`A?l@UXHpASf@o@^St@mAh@SXEX[Zi@Hi@nA@b@aB`BW[yC{GiCwDa@eApBmB\m@lBaBtBi@|AMdC`@NZR~AIvAUb@aAn@cDfDwBfEv@tBjAlBpCjDfAhASKgEsFMY?UlByBhCgDjBkB`@}@r@iFIyBWsB@oAPqAn@qA?gCRs@nAoAm@wAr@e@^{@f@U|@yBdBeCV{@RmCX{AIcALkAA{CSkBl@cAKUCoBKi@aAkBUcAo@wAMoAHi@C_Aa@a@OqAE{CGk@Rc@E}@\gAnAuAz@oB~Ag@pAHz@|@n@LxC?rCr@dBSxD?dFUpAk@hAmAx@i@UyA`B_DNyCNk@m@qAR_AQqB{@kB?oCM]?o@WiAu@cICsCWaDIs@USo@_EuBqFo@k@vAoBr@V}@u@d@LFUq@YSYn@Qh@a@~@Q\[nFuAl@SZ_@nAc@p@IfBq@vZARMIq@\YpH{BfBUlB?vA]hGEzBRDOCaNIkI[eDkAuFOIOR}AX}GvBy@f@w@bAs@xBIhBJ`AGdCo@fDKRa@zDoBdAg@bBqA`@_@dAb@dCENyZFwBr@
cd,13891004241,2025-03-15T11:38:57Z,1048.4,384,384,3.5,2.73,3.55,,,,,30.65,-97.67,30.64,-97.68,a13891004241,wz`zDpdcsQdAjAR`@HD?DVPPXVNPXNHHJVJDHZLPLPPFDF?JLH@HHDJNDJJFADHL@FHL@BHHBd@ZBJR`@HHZNFVRZVJN?HBBBD?HDDAb@PPBLHJALBD@@HN@HHFNPjAHTH`@
wu - jog to track,13907450290,2025-03-17T09:13:59Z,3877.2,1153,1153,31.7,3.363,6.35,,,,,30.64,-97.68,30.64,-97.66,a13907450290,ef`zDpqdsQBJ@NANER@jABFJ?NMFA`@?DB?JBBLE@@?\HE@QDGLF^A`@BBD@LG^?l@BZ?`@Jl@FLXV@HLH\FDD@VDBDC@URo@B}ACe@?i@@EEu@@wAEu@@EMs@?yAG_BM_AIqAG[e@_ASWKWA_@Qq@OaAG[KWGo@IQ?MGSGIMEE@IGm@OCCe@Ks@KUIKOIUOUYQKAI[U_@EAE?KOa@QQOg@S[[eBmAOIe@a@?GDEZ@d@a@b@IHGl@OVSZITIHAPIVAJE|@UJGNCXMn@ODEHUFC`@CLEXSH?RIF@LEH?PMHCTMPELATIb@B\Gd@@`@AZBlA?l@BPAd@DhACVERD`@?HBTEl@AfA?xBCn@@j@Cf@@FGAKGUE]@G\[^GNM\KHKp@OTMJ?LKLADGCQCEGa@Ce@CM?uBBa@DM?SFs@BE@YFW@[HSF_@FKBK@SP{@Du@BGBg@Ho@Am@AG@KAs@Fk@`@kBLS@KYc@EMGGE[EEGAKFc@Jg@TM@IG?UYkAASWiAAU
4x4,13907656546,2025-03-17T09:36:29Z,6554.0,1750,1756,0.0,3.745,5.66,,,,,,,,,a13907656546,
cd,13907793227,2025-03-17T10:06:16Z,3661.5,1178,1178,23.2,3.108,4.04,,,,,30.64,-97.66,30.64,-97.68,a13907793227,qo~yDbjasQF`@?FKBC^DP@`@BTEDQJADDXPp@@PE\CDgAZOHMZIDMP[ZGNg@l@O\_@dAAZIXA`A@V?xACh@?`@Q|AKVCTMZE\EDCP@LOh@@FKx@Ab@ELWXYJORc@H]`A?JBFKLCBuAZGHSx@Dl@CLDXHNHx@GBcACu@DqE?UByAEs@De@CY@GA[@uA?mBE_@?a@DYA]Je@Hk@X{@Ne@Vg@JIDCFGDCF_APoBl@UDKASJg@HWLQPaAVULYT_@JIFAFDBHDLL\TDB?HCBIAWOEDt@f@BFE@EEMGGCG@{@x@Y`@EPTLPVt@dBBNCNBfAAZHv@^z@DVAb@GHWv@AJBXAL@|BAfABvA?xB@h@Dj@AVDpBA^ZJTAbDFrDEVCDO@i@Ce@BYCk@AUYgA
Feeling Great,13917441898,2025-03-18T09:43:17Z,13730.9,4592,4659,41.1,2.99,5.66,,,,,29.56,-98.52,29.56,-98.52,a13917441898,__msD`nixQ_@Vc@r@AJLNH^?VWbCWb@@LTNKb@ARXd@H^E`Ag@p@M`@LjAVVe@l@Q`@_AtCObA?\Y^eBV]Co@]kM@}AKgJ{AaAFYY}AKYW{@O]e@_@IcAXi@|@YTgBJ]ZW`A_C|@s@nAFjB_AjAg@dAi@n@Mf@Af@ENg@n@mAAUPQh@FZKHs@jAq@p@}@vAIb@Ft@q@pBk@p@U~@s@vA{BhCSj@Y\I|@eCzBGPwBdBi@dAm@XSd@WAQKi@V{AlBcAXQp@uAh@_A^_@TcAKo@r@WCIFSb@OHs@RgAF{Aj@qAz@m@X{BdBa@r@cA`DOlABd@~@jDHpAFd@Nr@E|AI^SrA]l@Mb@o@x@EPiA`A}@f@q@r@]Fk@f@c@Bo@Vg@HwA@}CkA}BwAwBe@q@g@y@_BSiBS_@a@mB[{@i@oDBIo@uBWc@]]gB_Ai@EMc@YQs@H}@XwALgFY_@FcC?w@I_BFyAQ[SmANc@Wi@Gy@@m@SwBHgAWqBYm@Hi@Se@Lm@DgBWU_@]MuAF]JYAg@TQVIx@Wb@JHDKLc@Do@^m@l@GhAFBHX_@b@HFTRLvATxAGt@P\IvBRhAX~AEz@LbBBf@Xt@B^Kj@HlA\b@IhBFl@EjALhAGtAF`@HhCFzBy@n@?Rn@hAZd@`@f@RVVXl@r@dDTnA?XRbAR\TvAVb@JnA`AjBt@j@`B^`ClAdAt@bA`@hBN|@Iz@]`@Cn@c@j@QR[vB_BpAgBBQb@o@Lc@RsABsAIcCk@{CU_@U}ADm@dBgF|CwB^IbAy@f@QDKrAS|@@TMV]XMTSDQZQ^GRFf@Qd@AhBy@ZYBYHKjAa@`BiBVOj@DNIDYLM\Kr@qA`BoAR[b@c@`BsAJQF_ARITq@n@o@xAmBt@yBb@m@|@wBDe@Gy@nDcFDICe@FO\WlAEl@}@@s@DQp@w@f@kA|@eA@wBPg@Za@tA[\QLMNo@Ze@fBMXUx@gAr@MN@f@f@`@Pr@ThAHn@XhAC|J~AlIFrDEpAb@fB[VYNyAvAeEFOVMFUUk@As@Hc@b@q@Au@Ee@Qi@Dq@U_@Vi@X_C@YSi@?Qb@u@|DsB
Heat Check,13927226428,2025-03-19T09:45:53Z,11488.1,3151,3156,34.9,3.646,6.55,,,,,29.56,-98.52,29.57,-98.53,a13927226428,gamsDxyixQGLEXHLLb@?ZJr@c@n@MXGt@DDDXFJF\GLSNSd@Op@y@fCEhAKTULiBZQGq@[u@AKCcAD}DEqD@q@CwDo@yAQsAW[Ek@D_@SeAIk@Wo@Ok@g@UMq@J]TELUZi@^sAHYRS^E\KNcA`@k@HIF]d@KTGh@Df@@j@EJ{@|@m@rAe@d@I\Cl@MTQPOZaAA[LQ`@DRCTWPq@nAa@`@i@~@YZERDr@CTYbAQ^m@v@[z@GZq@nAw@bAi@h@i@~@QPEr@GPkCbCwBjB_@r@WZUBGHQf@w@Go@f@KBy@jA[Lg@LIFQp@wAt@rcC~kOceCokO}@Re@GU@y@t@DBaAj@Q@WJKAsAPq@`@O@w@p@w@^_@\UJ{AhAQZK`@MREZOZWv@OrA@Xv@rDN~@RpB?fBMn@[rAaAdBu@|@kBvAg@f@c@Nk@b@}@Nw@Vk@FmAIYI_Aa@YU{@c@eAa@UQqBk@{@q@q@mAI_@GaA[u@Ks@i@yB_@aCi@cC]m@UYa@[]OUQ_@Qq@SIYIKc@EiBf@uAJgACkCUiBFICkA?wAI_AFwA_@_ADWFm@YeBEuAW_AJgC_@o@Oc@Du@IoAJ}@Wm@?MMMU_@EIGJJ\DLPRJp@Fj@NhAIr@Lr@ErDh@xAEdAPxA@l@XfAIN?fAZ`@Db@EfCHzCElDXLElBCf@Mt@Ub@CRDFBHZPNzAh@|@l@^p@v@rCFl@JXJdAj@vBD^Zr@DT?NDL?Tb@jARVP^v@j@zA^^XhBv@vAz@`AXlADn@G|@]p@K^WLC~@}@d@WRYNEd@k@ZSJSZ_@L]j@}@ZyBAMDi@EcAGW?]GSA_@IWUwAGMIc@M[M}@N}@n@eBD]X{@V]DAFORMLSLAhCgBLCHKj@Yn@Wr@Md@?ZI|@_@pAeAlAEfA[VSt@WZUJa@FKbA[|@aANYh@_@L?LJ\IN]j@WPa@`@m@nBaBb@e@bB{APm@BWHUDAd@aATSt@}@BIf@g@\q@Pw@~@eB\_AP[?OGs@B]JGx@eAfBkCFY?YFQTQf@?XE\STYHW?k@H[j@q@f@_Ar@_AJSDW?QK]BI@QHe@Xi@TUl@EJId@M
cd,13927417361,2025-03-19T10:39:18Z,3750.6,1271,1275,8.0,2.951,4.62,,,,,29.57,-98.53,29.56,-98.52,a13927417361,abnsDznjxQf@FPAHB`@EHDF?RJl@JFBt@BFDJCJBV@B??DDCn@CPB^?ZAHEl@FV@?Cj@CP@z@ARBXCj@Vb@DZAX@P?ZQd@GHGF[AMD[CUJc@Vw@n@uA@MJa@\Y@E?KOSEMCe@F]L_@PSBKJGHQCg@?KQi@IIO]@IHU@M_@YBI\_@Li@Dq@FO?o@KYIICK@Ij@w@XKHALMd@QFGJCp@]FK`@Wj@Sh@e@H?NKPCh@[VAVQRGBCD?HKLILCXOJOJEJ?FCRSXKFEFI\M\YBGMa@?GBGAGGKKg@[c@?OGGQCGKKCWM[?YVI@UNSHEACD[Nm@P[VK@GHI@IFCJ@FZ`ALh@ELSLoAj@GJCl@DVNb@DVm@TWRUBMNIBo@b@WH_@TED?Bj@a@HCNKx@c@
Easy miles = More smiles,13947098864,2025-03-21T11:34:11Z,12474.8,4253,4347,39.7,2.933,6.16,,,,,29.56,-98.52,29.56,-98.52,a13947098864,c_msDjnixQUJMNQj@?JRh@?XMf@MnA]p@BHZPMl@Zt@Fr@?^k@r@Mb@Fr@Th@APg@b@YlA{@hCE`AW\e@PcAN]Ai@]]EiB?m@Dg@G{CAi@HmACqAMiB]K@o@QgDe@kA?k@UgAM]Qk@Go@q@YI{@Pk@x@e@`@y@@g@FQPMl@S\o@ZcAVe@h@Kd@Ab@DbAGPg@j@]b@GV]l@g@d@IRAv@GPo@r@iA@UPIXBd@iAvAuAtBS`@DfAg@zAeAhBgAhCSP_@l@s@p@OVK\UTELAd@IR}BjBgA`Ai@h@_@b@a@|@i@RQd@KDi@K]Tq@r@e@r@mAZI^OVgBx@_@Ha@Rm@Cg@Fi@j@q@`@eAb@aABm@P_Ab@q@h@sD~BS\Sl@dKd_@{Ka^k@nBOt@DB?T`AjE\|CCjB[lBEFI?QRTC]t@QNCJm@x@eAbAc@XYHg@p@cAl@q@HsAd@m@F{@G{@Y}DuB_@YkBa@_Au@o@uAUaBWi@QaAg@gB]oCUk@M{@_@aAQYoA{@wAc@Si@w@CwBr@oAAuBQiAGi@Fk@CUDoCOmAFiBe@iAPw@]mACIBnAA|@ZdAKjB^jAIvALl@ChABt@AnDTfBEbCk@^DFFN^xAh@~@h@\`@Vf@t@xCDr@X`BZ|@RjAZt@R~Av@~Ax@l@dB`@vDtB`Ab@^H`AHZCfCk@h@_@^Qd@g@x@c@fAgA~@kAh@gALc@TaBBsBGW?]i@yCQa@Gk@MOOy@XkApAaENSr@k@dC_BTS|Aw@fCa@pAm@n@q@ZI~@@^Ut@QnAk@Zw@lAc@l@w@XQPYTKf@BNENc@n@W`@u@r@w@nE}DNUDu@TSZu@bBkBl@gAn@aBr@iAf@eBCcADQjDcFBM?]HYVQfAAf@o@J[@e@HYh@o@p@uAXWX_@Ha@Gu@Jo@Vi@TY`AUr@]\gARWZGp@@`@K`@c@LUZWx@OVH`@b@z@PRR`AJz@V~@CxJ|AzCBLB~AC~FB`@JRNXD`BUb@_@LoAdAyCNs@JSRMDMIWKMEw@Hg@NQZu@EeAWu@Hm@CGSSVo@NsAJ[?e@Uo@DWVYn@e@nCwA
Heavy,13956420916,2025-03-22T10:39:15Z,16096.5,4616,4616,62.1,3.487,4.78,,,,,29.56,-98.52,29.59,-98.54,a13956420916,{`msDrpixQPp@Af@Op@Gz@Wf@Vj@Oh@Xl@JpAWd@QNM|@@Z\bA[NQXwAzDGrAa@`@iBR}@e@oLDmBE_K_Bm@F]SsAO[Qw@Qq@q@SA}@RkArA}AJm@l@Or@e@ZmATc@\Wt@@vAEf@[NQXw@`Bm@f@GTC~@e@v@OFcAAYTOnAaBnBaA`BK^Hf@I^k@`BoArC_BbC}@x@g@hAGl@IR}@p@_EnDc@l@Ul@_@JSf@o@IQFw@n@w@hAiAZ]x@_DpAuAAc@j@_Al@q@TiBTqAh@oExC{@`AiA|DK~@`AnERbBAXJ\AlBEb@]~AQRQr@sCxCg@RaBpAmCv@_AHc@EiBk@c@[e@OyBsAoAQg@Yc@a@ESSQUe@[sBSc@u@yCk@}Du@mCa@g@m@YCIiBm@c@o@i@?wAb@cAFqA?wCSaDBiBIeAFqBc@oAJg@]gA?oBUcAJa@McD_@g@Fo@OgARy@Ye@?g@m@yBHEISLi@BU`@QdA}@jAi@Fy@p@U`@c@rA?pAR`BA\Wj@GvAg@vBBvAKXCd@Y^MDOf@I|@KXErAW`@EZBzAQ|@KhBBd@JXDbDPlFAz@Fl@Z`@b@pALPH~@RRN\@l@Rr@DlBJ^C\LdAGfAw@~AUL}AK]n@m@WyBmBU}@aAcAY}@yAqBuAw@qAC}At@u@dAu@NsAbBg@`Ae@hA@NmA|BiAhBm@rASh@kBrC_DjByB~@k@b@uATeBJgG|@yF@eCCe@SeC]gABaGn@}CgAwD_AoAE}AZvBSnALhCj@nEvAtDm@lBIhDt@~IDbBGrA]~@Mj@CtEo@dAy@TAjAq@n@S`BeAv@cAd@eA`@g@n@aBfB{CfAuChB_D^_@^ATMj@y@bB}@`A@~At@VVrB`Dh@~@Tx@rAfAn@b@l@R\i@vAFVKr@mALcB]aFU}AGY[c@OaA_@mAa@u@Gm@QuEEsEQeB^sECm@Zu@B}@ReBx@yAFWFy@?eAVeAXkCNm@McDBs@v@kBp@e@f@Qr@u@Xk@Bi@b@m@nBO~@Bh@h@x@Dh@NfAMn@Pv@ElDh@tBAn@NvABx@VbAIpB`@xBCvED~BR~AAdAI~Ac@d@?NHNd@|@VlBhA\v@
cd,13956680868,2025-03-22T12:00:49Z,4836.3,1533,1533,4.6,3.155,4.92,,,,,29.59,-98.55,29.56,-98.52,a13956680868,qsqsDffnxQJOt@e@b@c@NIb@e@HSj@k@x@iBJc@@QFWHs@?KBq@?[Kc@Aa@I_@MqAOa@CWGWGIYqACYLo@`@mAPu@HQJ]Xk@`@YLOj@[LMf@[XMXYNGHAXUPEv@a@`@Gt@Gt@UVONEPOJOVSBGNIJAz@HPEROZGFG\MZSt@]DWJSn@SXMjA_BTQNIj@BJDFENc@HGZE^y@X_@TQ`@a@j@c@fAeALIVY^YNUFw@V]Tm@`BiBj@{@FQFIRw@\q@TYNYRw@FKJ_@@YEU?SDWFCNQVe@j@w@NM|@oADKBSC[PWLGRAD@d@@LEb@o@JW@i@FYHOHEVWL[J]X_@d@c@JSHYEc@Ak@@KLa@`@k@^QTEH@|@i@LURu@HGLE\CVDLCh@MFEb@u@Z]b@Ib@@NJd@b@VHb@DDHHDT?b@JD?ZFXLT?b@A`@Dx@Pf@DrAT\BjB\D?PFJAl@DRCJ@^?JCZD|A@h@AJ@f@AxAD\ADCDBLAF@\CXJd@ZJ?RAHGf@Ib@CJGX]Ak@BY|@iCZkAFKZWBIAOUa@Ce@@SHYNKR]?IAOAiAGSMUAOFi@?GOMEK?GTYNqAJi@?a@Qg@?OPc@VYjB_A
50 - Recovery,13966072253,2025-03-23T10:57:53Z,4030.6,1436,1490,28.9,2.807,3.87,,,,,29.58,-98.45,29.58,-98.45,a13966072253,knpsDpn{wQJcAFEb@HH?tAPh@DHDv@Df@Jz@?hCEDBvEGTETORE~AEx@SRK`Aw@^k@Za@FYCGOKQQKQu@u@IMGCCKIAy@gA}@w@IGE?GDi@t@IPERIt@C`BCNIBc@BuABmAF}@@i@AaADY?{@IQE]QU@KPONYNUXYj@Kb@?LCHq@HSJc@hDGDa@DULLCHI\MDE?c@Hm@Dm@FOPYd@BlCTVB`@JR?\Fx@@fEENAh@QV?^GbAANBXCbA?^Az@Ub@UfAoAb@m@DSCEoAsA[WKUi@g@a@g@UQg@g@GAMHYf@Ud@Kx@@REf@Al@AFEDcBLu@?_@DuABe@C]?KBQ@yAEw@[IAGBSVq@~@ADC@EDM^EVCH
Damn,13973562986,2025-03-24T09:16:11Z,11273.1,3754,3881,51.5,3.003,5.06,,,,,30.64,-97.68,30.65,-97.67,a13973562986,qe`zDlqdsQ?dAD`Ab@IPB?LRB@TLWPBd@CTDHTEV@\LdCHPVV@HRJb@D?VDDBG@UL_@F[?i@G{AH_@Ma@Bi@?uAWiCGaCMw@EyAIe@aA_BEm@iAwFIQQK_Bg@y@KSIe@u@c@Y]o@kAy@m@WoByAeAq@EE?GJEXAd@c@^OL?l@SLOf@SbAOjDaAFELS\OTCRQjAQb@YlAY^B^Ez@ArEHJCxB@~@ErABpGGBIKc@@OZ_@rBk@hAa@`B]h@SlAKdEEl@U\?nEEZKt@T^B@GGsBCkFBcBGyIAc@g@wD@KcAqEIAgCp@o@ZaAZMPUAe@Pu@N{@b@gArAa@hAQr@Eb@?bA?x@BHE\Af@ET@\Ef@_@jBY|BKTAHDJOX?`@c@\eAb@Yz@ARIPwAh@GRIFM`@ARJl@XnACJ}@@IBgAAcC@qBDy@GgBFoCAcCKe@Ha@CaAVm@Zm@Hk@Xa@FQHQVyAf@oDz@SHMLoA`@o@b@YBEFAJFHv@f@@FGF_@U?Jx@h@@DG@QSOGQ?}@lAS`@@DTNTXf@dAJd@AzBRd@AP\`A?^NV~@hARl@Hl@LvAF|CJv@`@tELlAJ\?\P|@@rCL\`@h@DPVnCAPMZ?LJXVX@NKj@AbAQpBqA`BINCXNn@BZs@h@OXOF[XALWNa@Fg@^eC@cBN]G{CJUCc@Jq@Bq@I]WQGaAIk@D}@?q@OWA_@c@c@_@SG[?yAXQPUJEd@_@f@Sb@k@f@EVOD]fAEh@Dd@OTGXHd@At@PrBJl@^j@ENBr@Ed@JhATp@R\Jh@N`@\d@Rt@PPHN?^Jx@?\Ft@BIQo@@KIw@Ao@SUW}@W_@Sm@EYc@w@IYQsAH}@IUDY[e@M_@OyBIUDS@YCw@@MNO?QEg@He@P_@F[LILW`@_@N[f@q@Le@\Uf@Qn@K\?h@RPTTNd@Nh@Hl@BpAE`@HL?n@\XFdA@tCMjB@z@Mv@C`B@d@Ox@e@JQ\WLYp@]NO@QI_A@UJUf@o@d@{@N{ABgAHW@_@c@y@?OJo@SmCo@eAEMAoBEs@O{@?]WgBW_CGaAOaAC_ACmBKyAGW?_@Ks@QWEm@WkAAWGW
Running late,13973604628,2025-03-24T10:21:53Z,1013.6,346,346,8.4,2.929,3.96,,,,,30.65,-97.67,30.64,-97.68,a13973604628,}r`zD`_dsQW~@@nJJnF?pACF@JFBZHV@`@AT@DAR@FCJBRAHB\C`@B`AAv@CPB^I@GA_@@E@UC[?g@Fo@Sq@
Drained,13983023499,2025-03-25T09:07:21Z,10469.6,2944,2944,42.3,3.556,5.22,,,,,30.64,-97.67,30.65,-97.68,a13983023499,wt`zD`kcsQSQAEDG^E^]PKnA]RQb@QXGf@EfDeAJGPUb@Ih@Y\I^Ad@[bASf@@TEdA?bFHfAGd@@\EfB@dHEDC@GMi@JQTS|@]rA]v@_@PCHMNG`AYjBM`CEREbCE`DBv@IXBj@NJCEk@@SAqABSCyA?wIGoEUgCIc@?K[qBWiA[}@M?OLWFmAd@oCv@}Ah@q@Zg@\u@x@e@lAQr@Cb@BlDEfAQnA]`BC^SdAE`@@VITE\MRyAv@]lAOVsA`@DJCHOH?FFN?FKX?N@\R`ACLwFFyCBcACiADiFIsABc@CQHm@Jm@\e@Dc@LWPM@UHm@b@_@LaCp@S@m@Nk@TMN{Ad@_@Xa@HCD@DDD~@h@AHGB_@OEAAD\P^ZBD?Dm@_@G?k@|@WVS^f@b@v@|ALn@t@dBd@fCFv@VZJtAR~A@jBBx@NlAj@nGH^JXDVAHFbA@`CHT\b@LT?\FTNxAEZMX?Lf@v@?XM^?j@Cl@MdAQd@W^c@d@Q\?PDTRx@AFm@XMJ[h@SH[Zg@La@Z_@Hy@Ei@@cBNq@Cc@B}@?e@Dc@C[HUAYDm@Kg@Yc@Ee@C[Bq@B_AIKGQASIYWSWOMo@GiARs@`@Kh@g@j@IVMRUNQ^MHUv@I`@CPFd@EJMNCNFv@DfBB\L~@T`@LJ@FCXBZGz@Jd@D`@Nd@Xn@DXNh@TXVh@DPT^BN@v@DVHdAALc@^EHAFNlADdAE|BEh@Ab@Fb@@TANWnAKrAIn@[bAq@|@@HJ[`@k@^cAXkCTeA@WGi@?[Fs@?{ABk@UwCBKFM\[@MMaAK]A]@MYm@Os@OUOMISGe@Ma@IIOa@K}@I]@_@FSEk@DOAGUUKYOaAKcBBa@Ei@@a@JO@G@ICW@WBWH]JYHOD?RSBMX_@P_@\a@Zu@d@[XEPKt@ETDTLLRd@\d@HVL^Ap@Bf@E|@Jj@V`@JjA?`@Ib@Bz@IfBFlBU|BB`@UHKPKZGT[b@_@FMz@i@DM]cANe@b@i@Va@JQFSJm@H{A?WPm@AGc@o@EMAQJSDYAUMcAEm@IUe@o@GSBk@Ge@?gAO_AEE@c@GGCGGgA
cd,13983099043,2025-03-25T10:01:20Z,1626.4,570,570,16.2,2.853,4.26,,,,,30.65,-97.67,30.64,-97.68,a13983099043,ak`zDtrcsQBJNFVRXf@LNPDt@J|Ad@VNJVLv@VhAZjB@\FTj@|@Xl@LbBDZJbDL|@LdBEvAHx@EL?NBRBzAEh@Sr@ANIACE@WQ@WGOOEKUSCEEY?YGyB
KIDS SEE GHOST,13995543625,2025-03-26T13:12:53Z,11368.4,3884,3884,35.0,2.927,7.3,,,,,30.64,-97.68,30.64,-97.68,a13995543625,se`zDptdsQPTf@HDLN@BTB?DQHGPFl@ELHBN?fAJ|BPVJFBJXL\??\D@BG?WPa@BWIkC@i@GUDk@?{@SiCIkCQmCKo@Ue@s@kA?a@Qm@Gs@m@{CSU_A[aBWOGk@y@_@[Wa@i@k@sAo@sDiCWUuCaDk@w@qB_CGOAMBELDBLHC?IIQPUG_@_@w@qCoE[kA_AcBy@{BDMf@WzAmAb@UPDVXDXpAdCd@c@f@a@@EaAkA{@CYKOUQEYF]b@cCfBCF\l@Pf@fAtBPb@Rx@jDvFDVAPa@^BV|ArB\\x@lA~BhCTRj@XLL?FIFa@SG?@DbAn@AHWQ_@MGT_AfAKZ`@ZNTl@nAPn@p@xANh@Jx@Pr@Dn@T\^vDBx@Ch@JtBJZHxAJd@FtAJhAT`AJlEL^ZZJT?TRtBAJMRGVFRf@t@EXMJBz@IjAG`@]r@w@|@K^?HThA?Hi@X[\GLK@a@\KVIB_@Dq@^mBA_ANg@@m@I_@Dk@Gg@Lm@Ag@Fm@Dk@Ku@]]EgBAKDaBQi@_@OWQK]IU@wAT]ZKP@NGTu@fA_@ZMP?FYZUtA?LDJ?TU\?FHn@JZGRAXJb@Bt@Lv@f@n@KVHb@OZA^Nb@Dn@f@v@Nv@HPTRF\Pb@V^Cd@TlBA\m@f@AFXtADnAEh@@hAIhAFt@APa@tBEjAG^o@lA]f@s@v@S|@O^c@j@WL[\ANw@r@?NDJn@|@E@KWa@e@IS?QJOPEV]CKVWn@[p@}APm@f@g@?Gn@i@ZeADg@J[HaAZoBKw@LgAAa@FsAEmAMm@Ak@d@o@A]YkCI[USMq@e@q@Kq@g@gASeBHs@Ga@DW_@a@M{@KcBBo@EOAu@VUA}@P{@N]VSDQ\[Tg@TQ\_Af@_@rAS`@BVNz@t@n@PpADVEtAHh@VbANl@EJGf@BbCKn@DvBOlB?RGVUf@Sd@k@RILUPGd@_@DI?KOi@Ci@JUf@k@d@y@H_@L{A?u@HSB[ISW_@GWNw@MgAGcAGO_@g@K[AcBCaAG_@MMBYYaCOsBMsAOWCUGeDDW]oDWc@Ce@o@gDq@yAGCCD?pABNTjAZz@Eb@_@jAFbE?dFFfBB|DVJ~CB`FCLMA{BGw@WkA
